リアルタイムダム諸量一覧表
水系名,吉野川
河川名,吉野川
観測所名,早明浦ダム（機構）
観測所記号,1368080700010
#
#年月日,時刻,流域平均雨量,流域平均雨量属性,貯水量,貯水量属性,流入量,流入量属性,放流量,放流量属性,貯水率,貯水率属性
#属性　$:欠測 -:未受信
#
2026/06/06,01:30,0.0, ,194520, ,75.94, ,58.40, ,0.0,-
2026/06/06,01:40,0.0, ,194520, ,75.93, ,58.40, ,0.0,-
2026/06/06,01:50,0.0, ,194520, ,75.93, ,58.50, ,0.0,-
2026/06/06,02:00,0.1, ,194520, ,75.92, ,58.40, ,100.0, 
2026/06/06,02:10,0.0, ,194520, ,76.46, ,58.50, ,0.0,-
2026/06/06,02:20,0.0, ,194580, ,73.14, ,58.50, ,0.0,-
2026/06/06,02:30,0.0, ,194580, ,73.13, ,58.50, ,0.0,-
2026/06/06,02:40,0.2, ,194580, ,73.13, ,58.70, ,0.0,-
2026/06/06,02:50,0.0, ,194580, ,73.14, ,58.50, ,0.0,-
2026/06/06,03:00,0.0, ,194580, ,73.15, ,58.40, ,100.0, 
2026/06/06,03:10,0.0, ,194580, ,73.43, ,58.50, ,0.0,-
2026/06/06,03:20,0.0, ,194580, ,74.83, ,58.70, ,0.0,-
2026/06/06,03:30,0.0, ,194580, ,72.07, ,58.50, ,0.0,-
2026/06/06,03:40,0.0, ,194640, ,70.98, ,58.40, ,0.0,-
2026/06/06,03:50,0.0, ,194640, ,70.99, ,58.50, ,0.0,-
2026/06/06,04:00,0.0, ,194640, ,70.99, ,58.50, ,100.0, 
2026/06/06,04:10,0.0, ,194640, ,71.00, ,58.60, ,0.0,-
2026/06/06,04:20,0.0, ,194640, ,71.28, ,58.60, ,0.0,-
2026/06/06,04:30,0.0, ,194640, ,74.04, ,58.60, ,0.0,-
2026/06/06,04:40,0.0, ,194640, ,73.48, ,58.70, ,0.0,-
2026/06/06,04:50,0.0, ,194640, ,70.72, ,58.50, ,0.0,-
2026/06/06,05:00,0.1, ,194700, ,69.05, ,58.60, ,100.0, 
2026/06/06,05:10,0.0, ,194700, ,67.66, ,58.50, ,0.0,-
2026/06/06,05:20,0.0, ,194700, ,67.66, ,58.50, ,0.0,-
2026/06/06,05:30,0.1, ,194700, ,67.66, ,58.60, ,0.0,-
2026/06/06,05:40,0.0, ,194700, ,69.32, ,58.40, ,0.0,-
2026/06/06,05:50,0.0, ,194700, ,72.08, ,58.40, ,0.0,-
2026/06/06,06:00,0.0, ,194700, ,72.63, ,58.40, ,100.0, 
2026/06/06,06:10,0.2, ,194700, ,72.63, ,58.40, ,0.0,-
2026/06/06,06:20,0.0, ,194700, ,69.85, ,58.40, ,0.0,-
2026/06/06,06:30,0.0, ,194700, ,67.07, ,58.50, ,0.0,-
2026/06/06,06:40,0.0, ,194700, ,64.30, ,58.70, ,0.0,-
2026/06/06,06:50,0.1, ,194700, ,61.53, ,58.20, ,0.0,-
2026/06/06,07:00,0.2, ,194760, ,62.36, ,58.30, ,100.0, 
2026/06/06,07:10,0.2, ,194760, ,63.74, ,58.50, ,0.0,-
2026/06/06,07:20,0.0, ,194760, ,66.51, ,58.50, ,0.0,-
2026/06/06,07:30,0.1, ,194760, ,69.28, ,58.50, ,0.0,-
2026/06/06,07:40,0.2, ,194760, ,72.06, ,58.60, ,0.0,-
2026/06/06,07:50,0.0, ,194760, ,74.83, ,58.50, ,0.0,-
2026/06/06,08:00,0.1, ,194760, ,72.62, ,58.60, ,100.0, 
2026/06/06,08:10,0.0, ,194760, ,69.86, ,58.50, ,0.0,-
2026/06/06,08:20,0.0, ,194760, ,67.10, ,58.50, ,0.0,-
2026/06/06,08:30,0.0, ,194760, ,64.34, ,58.70, ,0.0,-
2026/06/06,08:40,0.2, ,194760, ,61.59, ,58.60, ,0.0,-
2026/06/06,08:50,0.3, ,194760, ,58.84, ,58.50, ,0.0,-
2026/06/06,09:00,0.0, ,194820, ,59.13, ,58.30, ,100.0, 
2026/06/06,09:10,0.0, ,194760, ,59.14, ,58.80, ,0.0,-
2026/06/06,09:20,0.0, ,194760, ,59.15, ,58.50, ,0.0,-
2026/06/06,09:30,0.2, ,194760, ,59.71, ,58.50, ,0.0,-
2026/06/06,09:40,0.0, ,194820, ,62.48, ,58.80, ,0.0,-
2026/06/06,09:50,0.0, ,194820, ,65.24, ,58.60, ,0.0,-
2026/06/06,10:00,0.0, ,194820, ,66.90, ,58.50, ,100.0, 
2026/06/06,10:10,0.3, ,194820, ,69.67, ,58.50, ,0.0,-
2026/06/06,10:20,0.0, ,194820, ,72.43, ,58.60, ,0.0,-
2026/06/06,10:30,0.0, ,194820, ,74.09, ,58.70, ,0.0,-
2026/06/06,10:40,0.3, ,194820, ,71.32, ,58.70, ,0.0,-
2026/06/06,10:50,0.1, ,194820, ,68.55, ,58.50, ,0.0,-
2026/06/06,11:00,0.1, ,194820, ,66.33, ,58.50, ,100.0, 
2026/06/06,11:10,0.0, ,194820, ,63.57, ,58.50, ,0.0,-
2026/06/06,11:20,0.3, ,194820, ,60.80, ,58.60, ,0.0,-
2026/06/06,11:30,0.0, ,194820, ,58.58, ,58.50, ,0.0,-
2026/06/06,11:40,0.2, ,194820, ,58.57, ,58.60, ,0.0,-
2026/06/06,11:50,0.0, ,194820, ,58.56, ,58.50, ,0.0,-
2026/06/06,12:00,0.1, ,194820, ,58.55, ,58.40, ,100.0, 
2026/06/06,12:10,0.0, ,194820, ,58.54, ,58.50, ,0.0,-
2026/06/06,12:20,0.1, ,194820, ,58.53, ,58.60, ,0.0,-
2026/06/06,12:30,0.0, ,194880, ,61.29, ,58.50, ,0.0,-
2026/06/06,12:40,0.3, ,194880, ,62.68, ,58.60, ,0.0,-
2026/06/06,12:50,0.1, ,194880, ,64.35, ,58.50, ,0.0,-
2026/06/06,13:00,0.5, ,194880, ,67.12, ,58.50, ,100.0, 
2026/06/06,13:10,0.2, ,194880, ,69.90, ,58.60, ,0.0,-
2026/06/06,13:20,0.0, ,194880, ,72.67, ,58.60, ,0.0,-
2026/06/06,13:30,0.0, ,194880, ,69.90, ,58.60, ,0.0,-
2026/06/06,13:40,0.0, ,194880, ,69.90, ,58.70, ,0.0,-
2026/06/06,13:50,0.3, ,194880, ,69.34, ,58.50, ,0.0,-
2026/06/06,14:00,0.1, ,194880, ,66.57, ,58.40, ,100.0, 
2026/06/06,14:10,0.0, ,194880, ,63.80, ,58.50, ,0.0,-
2026/06/06,14:20,0.2, ,194880, ,61.04, ,58.60, ,0.0,-
2026/06/06,14:30,0.1, ,194880, ,61.05, ,58.60, ,0.0,-
2026/06/06,14:40,0.0, ,194880, ,59.66, ,58.60, ,0.0,-
2026/06/06,14:50,0.2, ,194880, ,58.55, ,58.50, ,0.0,-
2026/06/06,15:00,0.0, ,194880, ,58.55, ,58.50, ,100.0, 
2026/06/06,15:10,0.2, ,194880, ,58.55, ,58.60, ,0.0,-
2026/06/06,15:20,0.1, ,194880, ,58.55, ,58.50, ,0.0,-
2026/06/06,15:30,0.1, ,194880, ,58.82, ,58.50, ,0.0,-
2026/06/06,15:40,0.2, ,194880, ,60.47, ,58.50, ,0.0,-
2026/06/06,15:50,0.1, ,194940, ,62.96, ,58.50, ,0.0,-
2026/06/06,16:00,0.0, ,194940, ,65.73, ,58.50, ,100.0, 
2026/06/06,16:10,0.0, ,194940, ,68.50, ,58.50, ,0.0,-
2026/06/06,16:20,0.2, ,194940, ,71.27, ,58.60, ,0.0,-
2026/06/06,16:30,0.2, ,194940, ,73.49, ,58.60, ,0.0,-
2026/06/06,16:40,0.2, ,194940, ,72.94, ,58.50, ,0.0,-
2026/06/06,16:50,0.3, ,194940, ,70.72, ,58.70, ,0.0,-
2026/06/06,17:00,0.0, ,194940, ,67.96, ,58.60, ,100.0, 
2026/06/06,17:10,0.1, ,194940, ,65.19, ,58.60, ,0.0,-
2026/06/06,17:20,0.0, ,194940, ,63.53, ,58.60, ,0.0,-
2026/06/06,17:30,0.0, ,195000, ,63.26, ,58.50, ,0.0,-
2026/06/06,17:40,0.1, ,195000, ,64.93, ,58.70, ,0.0,-
2026/06/06,17:50,0.1, ,195000, ,67.43, ,58.60, ,0.0,-
2026/06/06,18:00,0.0, ,195000, ,70.21, ,58.50, ,100.0, 
2026/06/06,18:10,0.0, ,195000, ,72.99, ,58.60, ,0.0,-
2026/06/06,18:20,0.2, ,195000, ,73.54, ,58.50, ,0.0,-
2026/06/06,18:30,0.3, ,195000, ,71.87, ,58.80, ,0.0,-
2026/06/06,18:40,0.2, ,195000, ,69.10, ,58.70, ,0.0,-
2026/06/06,18:50,0.2, ,195000, ,67.71, ,58.60, ,0.0,-
2026/06/06,19:00,0.3, ,195060, ,67.43, ,58.60, ,100.0, 
2026/06/06,19:10,0.0, ,195060, ,67.44, ,58.80, ,0.0,-
2026/06/06,19:20,0.0, ,195060, ,68.57, ,58.70, ,0.0,-
2026/06/06,19:30,0.0, ,195060, ,70.80, ,58.60, ,0.0,-
2026/06/06,19:40,0.1, ,195060, ,73.59, ,58.60, ,0.0,-
2026/06/06,19:50,0.5, ,195120, ,73.89, ,58.70, ,0.0,-
2026/06/06,20:00,0.0, ,195060, ,72.52, ,58.70, ,100.0, 
2026/06/06,20:10,0.3, ,195120, ,72.53, ,58.60, ,0.0,-
2026/06/06,20:20,0.2, ,195120, ,72.53, ,58.50, ,0.0,-
2026/06/06,20:30,0.0, ,195120, ,72.52, ,58.50, ,0.0,-
2026/06/06,20:40,0.0, ,195120, ,72.51, ,58.70, ,0.0,-
2026/06/06,20:50,0.0, ,195120, ,73.33, ,58.60, ,0.0,-
2026/06/06,21:00,0.0, ,195180, ,75.26, ,58.50, ,100.0, 
2026/06/06,21:10,0.1, ,195120, ,73.58, ,58.70, ,0.0,-
2026/06/06,21:20,0.0, ,195180, ,73.58, ,58.70, ,0.0,-
2026/06/06,21:30,0.0, ,195180, ,73.58, ,58.50, ,0.0,-
2026/06/06,21:40,0.1, ,195180, ,73.58, ,58.50, ,0.0,-
2026/06/06,21:50,0.0, ,195180, ,73.85, ,58.50, ,0.0,-
2026/06/06,22:00,0.0, ,195180, ,72.46, ,58.60, ,100.0, 
2026/06/06,22:10,0.2, ,195180, ,73.57, ,58.60, ,0.0,-
2026/06/06,22:20,0.0, ,195240, ,73.57, ,58.50, ,0.0,-
2026/06/06,22:30,0.0, ,195240, ,73.56, ,58.60, ,0.0,-
2026/06/06,22:40,0.0, ,195240, ,73.56, ,58.60, ,0.0,-
2026/06/06,22:50,0.0, ,195240, ,73.56, ,58.70, ,0.0,-
2026/06/06,23:00,0.0, ,195240, ,74.68, ,58.60, ,100.0, 
2026/06/06,23:10,0.2, ,195240, ,74.68, ,58.60, ,0.0,-
2026/06/06,23:20,0.1, ,195240, ,72.47, ,58.60, ,0.0,-
2026/06/06,23:30,0.2, ,195300, ,71.37, ,58.60, ,0.0,-
2026/06/06,23:40,0.0, ,195300, ,71.38, ,58.60, ,0.0,-
2026/06/06,23:50,0.0, ,195300, ,71.38, ,58.50, ,0.0,-
2026/06/06,24:00,0.1, ,195300, ,71.37, ,58.50, ,100.0, 
2026/06/07,00:10,0.3, ,195300, ,71.92, ,58.80, ,0.0,-
2026/06/07,00:20,0.0, ,195360, ,75.80, ,58.40, ,0.0,-
2026/06/07,00:30,0.0, ,195360, ,78.02, ,58.60, ,0.0,-
2026/06/07,00:40,0.0, ,195360, ,77.46, ,58.50, ,0.0,-
2026/06/07,00:50,0.0, ,195360, ,77.46, ,58.50, ,0.0,-
2026/06/07,01:00,0.0, ,195360, ,77.45, ,58.70, ,100.0, 
2026/06/07,01:10,0.0, ,195360, ,77.45, ,58.50, ,0.0,-
2026/06/07,01:20,0.0, ,195360, ,73.56, ,58.60, ,0.0,-
2026/06/07,01:30,0.0, ,195420, ,70.51, ,58.60, ,0.0,-
2026/06/07,01:40,0.0, ,195420, ,70.79, ,58.60, ,0.0,-
2026/06/07,01:50,0.0, ,195420, ,70.79, ,58.40, ,0.0,-
2026/06/07,02:00,0.1, ,195420, ,70.79, ,58.70, ,100.0, 
2026/06/07,02:10,0.0, ,195420, ,70.79, ,58.60, ,0.0,-
2026/06/07,02:20,0.0, ,195420, ,73.01, ,58.70, ,0.0,-
2026/06/07,02:30,0.0, ,195420, ,74.12, ,58.60, ,0.0,-
2026/06/07,02:40,0.3, ,195420, ,72.46, ,58.50, ,0.0,-
2026/06/07,02:50,0.0, ,195420, ,69.69, ,58.50, ,0.0,-
2026/06/07,03:00,0.2, ,195420, ,66.92, ,58.60, ,100.0, 
2026/06/07,03:10,0.7, ,195420, ,64.16, ,58.50, ,0.0,-
2026/06/07,03:20,0.3, ,195480, ,63.61, ,58.60, ,0.0,-
2026/06/07,03:30,0.9, ,195480, ,64.44, ,58.60, ,0.0,-
2026/06/07,03:40,0.7, ,195480, ,66.38, ,58.50, ,0.0,-
2026/06/07,03:50,0.3, ,195480, ,69.14, ,58.50, ,0.0,-
2026/06/07,04:00,0.6, ,195480, ,71.91, ,58.60, ,100.0, 
2026/06/07,04:10,0.3, ,195480, ,75.23, ,58.50, ,0.0,-
2026/06/07,04:20,0.0, ,195540, ,75.78, ,58.50, ,0.0,-
2026/06/07,04:30,0.1, ,195540, ,75.77, ,58.50, ,0.0,-
2026/06/07,04:40,0.3, ,195540, ,75.77, ,58.80, ,0.0,-
2026/06/07,04:50,0.6, ,195540, ,75.77, ,58.50, ,0.0,-
2026/06/07,05:00,0.3, ,195540, ,75.77, ,58.60, ,100.0, 
2026/06/07,05:10,0.5, ,195540, ,74.65, ,58.40, ,0.0,-
2026/06/07,05:20,0.6, ,195540, ,72.42, ,58.50, ,0.0,-
2026/06/07,05:30,0.4, ,195600, ,70.75, ,58.50, ,0.0,-
2026/06/07,05:40,0.5, ,195600, ,70.75, ,58.60, ,0.0,-
2026/06/07,05:50,0.9, ,195600, ,70.75, ,58.50, ,0.0,-
2026/06/07,06:00,0.3, ,195600, ,70.75, ,58.50, ,100.0, 
2026/06/07,06:10,0.7, ,195600, ,71.30, ,57.70, ,0.0,-
2026/06/07,06:20,0.4, ,195600, ,73.49, ,57.90, ,0.0,-
2026/06/07,06:30,0.5, ,195660, ,74.28, ,57.70, ,0.0,-
2026/06/07,06:40,0.7, ,195660, ,73.94, ,57.80, ,0.0,-
2026/06/07,06:50,0.5, ,195660, ,73.85, ,57.80, ,0.0,-
2026/06/07,07:00,0.5, ,195660, ,73.74, ,57.90, ,100.0, 
2026/06/07,07:10,0.3, ,195660, ,73.62, ,57.70, ,0.0,-
2026/06/07,07:20,0.5, ,195660, ,73.51, ,57.70, ,0.0,-
2026/06/07,07:30,0.8, ,195660, ,73.98, ,57.50, ,0.0,-
2026/06/07,07:40,1.0, ,195720, ,74.46, ,57.50, ,0.0,-
2026/06/07,07:50,1.0, ,195720, ,74.41, ,57.80, ,0.0,-
2026/06/07,08:00,1.3, ,195780, ,75.50, ,57.60, ,100.0, 
2026/06/07,08:10,0.6, ,195780, ,77.99, ,57.90, ,0.0,-
2026/06/07,08:20,1.0, ,195780, ,80.76, ,57.60, ,0.0,-
2026/06/07,08:30,0.4, ,195780, ,83.81, ,57.80, ,0.0,-
2026/06/07,08:40,0.5, ,195840, ,84.37, ,57.80, ,0.0,-
2026/06/07,08:50,0.9, ,195840, ,87.15, ,57.60, ,0.0,-
2026/06/07,09:00,0.0, ,195840, ,87.72, ,57.80, ,100.0, 
2026/06/07,09:10,0.0, ,195900, ,87.73, ,57.90, ,0.0,-
2026/06/07,09:20,0.1, ,195900, ,87.75, ,57.90, ,0.0,-
2026/06/07,09:30,0.3, ,195900, ,87.77, ,57.80, ,0.0,-
2026/06/07,09:40,0.6, ,195960, ,90.84, ,57.80, ,0.0,-
2026/06/07,09:50,0.7, ,196020, ,92.24, ,57.80, ,0.0,-
2026/06/07,10:00,1.0, ,196020, ,96.15, ,57.90, ,100.0, 
2026/06/07,10:10,0.9, ,196080, ,98.38, ,57.70, ,0.0,-
2026/06/07,10:20,0.8, ,196140, ,102.28, ,57.60, ,0.0,-
2026/06/07,10:30,1.0, ,196200, ,108.95, ,57.40, ,0.0,-
2026/06/07,10:40,1.1, ,196200, ,114.22, ,57.60, ,0.0,-
2026/06/07,10:50,0.8, ,196260, ,118.93, ,57.60, ,0.0,-
2026/06/07,11:00,1.1, ,196320, ,123.37, ,57.70, ,100.0, 
2026/06/07,11:10,1.2, ,196380, ,130.86, ,57.80, ,0.0,-
2026/06/07,11:20,0.5, ,196440, ,135.02, ,57.70, ,0.0,-
2026/06/07,11:30,0.4, ,196500, ,157.96, ,57.60, ,0.0,-
2026/06/07,11:40,0.3, ,196560, ,198.05, ,57.90, ,0.0,-
2026/06/07,11:50,0.3, ,196620, ,158.11, ,57.80, ,0.0,-
2026/06/07,12:00,0.7, ,196680, ,128.01, ,57.80, ,100.0, 
2026/06/07,12:10,0.9, ,196740, ,145.46, ,77.78, ,0.0,-
2026/06/07,12:20,0.4, ,196800, ,225.70, ,97.62, ,0.0,-
2026/06/07,12:30,0.6, ,196860, ,164.68, ,123.54, ,0.0,-
2026/06/07,12:40,0.1, ,196860, ,183.21, ,67.46, ,0.0,-
2026/06/07,12:50,0.0, ,196980, ,172.62, ,67.78, ,0.0,-
2026/06/07,13:00,0.6, ,197040, ,198.20, ,67.70, ,100.0, 
2026/06/07,13:10,0.3, ,197040, ,177.04, ,67.70, ,0.0,-
2026/06/07,13:20,0.7, ,197160, ,176.37, ,67.82, ,0.0,-
2026/06/07,13:30,0.9, ,197220, ,175.32, ,67.42, ,0.0,-
2026/06/07,13:40,0.6, ,197280, ,181.52, ,67.44, ,0.0,-
2026/06/07,13:50,1.1, ,197340, ,190.44, ,67.03, ,0.0,-
2026/06/07,14:00,0.9, ,197400, ,188.13, ,67.24, ,100.0, 
2026/06/07,14:10,0.9, ,197520, ,191.36, ,66.96, ,0.0,-
2026/06/07,14:20,0.4, ,197580, ,188.94, ,66.44, ,0.0,-
2026/06/07,14:30,0.6, ,197700, ,199.91, ,66.56, ,0.0,-
2026/06/07,14:40,0.7, ,197770, ,198.60, ,66.48, ,0.0,-
2026/06/07,14:50,0.4, ,197890, ,205.16, ,66.40, ,0.0,-
2026/06/07,15:00,0.6, ,197890, ,202.87, ,66.70, ,100.0, 
2026/06/07,15:10,0.6, ,198010, ,198.39, ,66.42, ,0.0,-
2026/06/07,15:20,0.4, ,198130, ,197.31, ,66.54, ,0.0,-
2026/06/07,15:30,0.6, ,198190, ,198.45, ,66.44, ,0.0,-
2026/06/07,15:40,0.3, ,198250, ,208.55, ,66.46, ,0.0,-
2026/06/07,15:50,0.3, ,198370, ,203.01, ,66.68, ,0.0,-
2026/06/07,16:00,0.1, ,198490, ,212.04, ,66.60, ,100.0, 
2026/06/07,16:10,0.3, ,198490, ,213.24, ,66.60, ,0.0,-
2026/06/07,16:20,0.0, ,198610, ,224.50, ,66.72, ,0.0,-
2026/06/07,16:30,0.3, ,198730, ,216.70, ,66.64, ,0.0,-
2026/06/07,16:40,0.1, ,198850, ,222.35, ,66.76, ,0.0,-
2026/06/07,16:50,0.1, ,198910, ,221.29, ,66.76, ,0.0,-
2026/06/07,17:00,0.2, ,198970, ,223.60, ,66.78, ,100.0, 
2026/06/07,17:10,0.1, ,199100, ,218.08, ,66.90, ,0.0,-
2026/06/07,17:20,0.0, ,199220, ,222.15, ,66.72, ,0.0,-
2026/06/07,17:30,0.0, ,199220, ,221.38, ,66.72, ,0.0,-
2026/06/07,17:40,0.0, ,199340, ,218.37, ,66.84, ,0.0,-
2026/06/07,17:50,0.0, ,199460, ,218.16, ,66.86, ,0.0,-
2026/06/07,18:00,0.0, ,199520, ,218.50, ,66.96, ,100.0, 
2026/06/07,18:10,0.0, ,199580, ,214.64, ,66.68, ,0.0,-
2026/06/07,18:20,0.0, ,199700, ,209.92, ,66.90, ,0.0,-
2026/06/07,18:30,0.0, ,199760, ,208.84, ,66.90, ,0.0,-
2026/06/07,18:40,0.0, ,199820, ,206.92, ,66.92, ,0.0,-
2026/06/07,18:50,0.0, ,199880, ,201.07, ,66.92, ,0.0,-
2026/06/07,19:00,0.0, ,199950, ,196.62, ,66.94, ,100.0, 
2026/06/07,19:10,0.0, ,200010, ,193.49, ,87.62, ,0.0,-
2026/06/07,19:20,0.0, ,200010, ,189.95, ,107.18, ,0.0,-
2026/06/07,19:30,0.0, ,200070, ,183.17, ,122.30, ,0.0,-
2026/06/07,19:40,0.0, ,200130, ,181.28, ,122.47, ,0.0,-
2026/06/07,19:50,0.0, ,200130, ,179.52, ,122.47, ,0.0,-
2026/06/07,20:00,0.0, ,200130, ,176.48, ,122.27, ,100.0, 
2026/06/07,20:10,0.0, ,200190, ,172.90, ,122.45, ,0.0,-
2026/06/07,20:20,0.0, ,200190, ,173.62, ,122.35, ,0.0,-
2026/06/07,20:30,0.0, ,200190, ,172.82, ,122.35, ,0.0,-
2026/06/07,20:40,0.0, ,200250, ,166.54, ,122.51, ,0.0,-
2026/06/07,20:50,0.0, ,200250, ,163.24, ,122.61, ,0.0,-
2026/06/07,21:00,0.0, ,200310, ,163.75, ,122.49, ,100.0, 
2026/06/07,21:10,0.0, ,200250, ,163.48, ,122.41, ,0.0,-
2026/06/07,21:20,0.0, ,200310, ,155.36, ,122.49, ,0.0,-
2026/06/07,21:30,0.0, ,200370, ,154.83, ,122.77, ,0.0,-
2026/06/07,21:40,0.0, ,200370, ,158.23, ,122.57, ,0.0,-
2026/06/07,21:50,0.0, ,200310, ,156.85, ,122.49, ,0.0,-
2026/06/07,22:00,0.0, ,200370, ,149.83, ,122.67, ,100.0, 
2026/06/07,22:10,0.0, ,200430, ,148.54, ,83.17, ,0.0,-
2026/06/07,22:20,0.0, ,200430, ,153.19, ,83.17, ,0.0,-
2026/06/07,22:30,0.0, ,200430, ,149.43, ,83.27, ,0.0,-
2026/06/07,22:40,0.0, ,200490, ,142.03, ,83.10, ,0.0,-
2026/06/07,22:50,0.0, ,200550, ,141.55, ,61.50, ,0.0,-
2026/06/07,23:00,0.0, ,200550, ,144.46, ,61.70, ,100.0, 
2026/06/07,23:10,0.0, ,200610, ,138.42, ,61.52, ,0.0,-
2026/06/07,23:20,0.0, ,200680, ,133.15, ,61.52, ,0.0,-
2026/06/07,23:30,0.0, ,200740, ,134.30, ,61.62, ,0.0,-
2026/06/07,23:40,0.0, ,200740, ,137.35, ,61.82, ,0.0,-
2026/06/07,23:50,0.0, ,200740, ,133.05, ,61.62, ,0.0,-
2026/06/07,24:00,0.0, ,200860, ,130.42, ,61.72, ,100.0, 
2026/06/08,00:10,0.0, ,200860, ,134.95, ,61.82, ,0.0,-
2026/06/08,00:20,0.0, ,200860, ,134.45, ,61.72, ,0.0,-
2026/06/08,00:30,0.0, ,200920, ,130.33, ,61.74, ,0.0,-
2026/06/08,00:40,0.0, ,200980, ,127.38, ,61.64, ,0.0,-
2026/06/08,00:50,0.0, ,201040, ,131.63, ,61.64, ,0.0,-
2026/06/08,01:00,0.0, ,201040, ,130.81, ,61.64, ,100.0, 
2026/06/08,01:10,0.0, ,201100, ,125.76, ,61.74, ,0.0,-
2026/06/08,01:20,0.0, ,201160, ,126.35, ,61.64, ,0.0,-
2026/06/08,01:30,0.0, ,201160, ,128.34, ,61.74, ,0.0,-
2026/06/08,01:40,0.0, ,201160, ,127.23, ,61.64, ,0.0,-
2026/06/08,01:50,0.0, ,201220, ,120.47, ,61.66, ,0.0,-
2026/06/08,02:00,0.0, ,201220, ,118.48, ,83.26, ,100.0, 
2026/06/08,02:10,0.0, ,201220, ,120.59, ,102.60, ,0.0,-
2026/06/08,02:20,0.0, ,201220, ,116.44, ,102.40, ,0.0,-
2026/06/08,02:30,0.0, ,201290, ,112.02, ,102.36, ,0.0,-
2026/06/08,02:40,0.0, ,201290, ,112.67, ,102.66, ,0.0,-
2026/06/08,02:50,0.0, ,201290, ,115.59, ,102.56, ,0.0,-
2026/06/08,03:00,0.0, ,201290, ,115.46, ,102.46, ,100.0, 
2026/06/08,03:10,0.0, ,201290, ,112.33, ,88.95, ,0.0,-
2026/06/08,03:20,0.0, ,201290, ,114.24, ,88.85, ,0.0,-
2026/06/08,03:30,0.0, ,201290, ,114.65, ,88.95, ,0.0,-
2026/06/08,03:40,0.0, ,201290, ,110.16, ,88.95, ,0.0,-
2026/06/08,03:50,0.0, ,201350, ,107.27, ,89.08, ,0.0,-
2026/06/08,04:00,0.0, ,201350, ,106.80, ,88.98, ,100.0, 
2026/06/08,04:10,0.0, ,201350, ,106.43, ,88.88, ,0.0,-
2026/06/08,04:20,0.0, ,201350, ,104.72, ,88.98, ,0.0,-
2026/06/08,04:30,0.0, ,201350, ,104.52, ,88.88, ,0.0,-
2026/06/08,04:40,0.0, ,201350, ,106.39, ,89.18, ,0.0,-
2026/06/08,04:50,0.0, ,201350, ,104.69, ,88.98, ,0.0,-
2026/06/08,05:00,0.0, ,201350, ,101.10, ,89.08, ,100.0, 
2026/06/08,05:10,0.0, ,201410, ,100.83, ,88.92, ,0.0,-
2026/06/08,05:20,0.0, ,201410, ,100.84, ,89.02, ,0.0,-
2026/06/08,05:30,0.0, ,201410, ,99.15, ,88.92, ,0.0,-
2026/06/08,05:40,0.0, ,201410, ,99.15, ,89.02, ,0.0,-
2026/06/08,05:50,0.0, ,201410, ,101.13, ,89.02, ,0.0,-
2026/06/08,06:00,0.0, ,201410, ,103.96, ,88.92, ,100.0, 
2026/06/08,06:10,0.0, ,201410, ,101.69, ,88.82, ,0.0,-
2026/06/08,06:20,0.0, ,201410, ,98.86, ,88.82, ,0.0,-
2026/06/08,06:30,0.0, ,201410, ,99.42, ,88.82, ,0.0,-
2026/06/08,06:40,0.0, ,201410, ,96.58, ,88.72, ,0.0,-
2026/06/08,06:50,0.0, ,201410, ,93.74, ,88.92, ,0.0,-
2026/06/08,07:00,0.0, ,201410, ,90.91, ,88.92, ,100.0, 
2026/06/08,07:10,0.0, ,201410, ,90.61, ,88.92, ,0.0,-
2026/06/08,07:20,0.0, ,201410, ,90.61, ,88.92, ,0.0,-
2026/06/08,07:30,0.0, ,201410, ,88.91, ,88.82, ,0.0,-
2026/06/08,07:40,0.2, ,201410, ,90.04, ,88.92, ,0.0,-
2026/06/08,07:50,0.0, ,201410, ,91.46, ,89.02, ,0.0,-
2026/06/08,08:00,0.0, ,201410, ,91.46, ,88.92, ,100.0, 
2026/06/08,08:10,0.0, ,201410, ,91.46, ,88.92, ,0.0,-
2026/06/08,08:20,0.0, ,201470, ,94.30, ,88.85, ,0.0,-
2026/06/08,08:30,0.0, ,201410, ,96.28, ,88.92, ,0.0,-
2026/06/08,08:40,0.0, ,201410, ,94.02, ,88.72, ,0.0,-
2026/06/08,08:50,0.0, ,201410, ,92.33, ,88.92, ,0.0,-
2026/06/08,09:00,0.0, ,201470, ,94.88, ,88.85, ,100.0, 
2026/06/08,09:10,0.0, ,201410, ,96.30, ,88.92, ,0.0,-
2026/06/08,09:20,0.0, ,201410, ,90.65, ,89.02, ,0.0,-
2026/06/08,09:30,0.0, ,201470, ,89.52, ,88.85, ,0.0,-
2026/06/08,09:40,0.0, ,201410, ,91.78, ,89.02, ,0.0,-
2026/06/08,09:50,0.0, ,201410, ,91.77, ,88.92, ,0.0,-
2026/06/08,10:00,0.0, ,201410, ,86.67, ,89.02, ,100.0, 
2026/06/08,10:10,0.0, ,201470, ,84.39, ,80.97, ,0.0,-
2026/06/08,10:20,0.0, ,201410, ,88.14, ,81.04, ,0.0,-
2026/06/08,10:30,0.0, ,201410, ,84.04, ,80.94, ,0.0,-
2026/06/08,10:40,0.0, ,201470, ,81.42, ,81.17, ,0.0,-
2026/06/08,10:50,0.0, ,201470, ,81.42, ,81.07, ,0.0,-
2026/06/08,11:00,0.0, ,201470, ,85.72, ,81.17, ,100.0, 
